Balance,BonusMiles,BonusTrans,DaysSinceEnroll,FlightMiles,FlightTrans
23781,50,1,3085,50,1
23448,36941,18,2675,700,3
5400,1875,8,1324,0,0
10302,30298,19,7591,0,0
36935,34448,17,5766,0,0
27592,335,3,2633,0,0
967,980,2,5716,0,0
47780,88773,20,6329,250,2
4431,0,0,1582,0,0
6158,27754,14,5546,0,0
133264,74067,21,5926,0,0
70877,8956,15,5696,0,0
17681,500,1,2059,0,0
16346,5930,15,2108,0,0
286101,72965,31,4666,3000,11
39233,27545,13,5920,0,0
8964,0,0,594,0,0
28138,6330,29,3847,0,0
95595,12060,14,5877,0,0
5154,54657,28,3769,0,0
156544,46593,13,4225,0,0
43954,63463,13,8228,250,1
49454,9548,22,6501,250,1
96387,43512,20,6065,0,0
22380,300,2,7010,200,1
88093,15518,13,4660,343,1
117852,11406,21,6186,3850,13
20342,3291,9,5829,0,0
23294,420,4,2228,0,0
179251,14775,16,5629,200,2
66456,3500,4,4679,1000,2
59546,20730,4,6135,0,0
19244,215,2,6968,0,0
41073,13993,20,2493,0,0
26504,10599,29,1445,1000,7
59696,63827,22,2654,500,1
97763,2000,9,8296,0,0
642,642,3,170,0,0
27320,0,0,1725,0,0
3126,100,1,1634,0,0
20882,1000,1,328,0,0
27604,1570,6,1555,0,0
132894,34540,15,3106,0,0
19132,9124,17,3915,0,0
6206,375,3,4107,0,0
136664,36024,15,6086,0,0
13781,48914,19,6269,500,1
2875,1375,4,1381,0,0
51142,5000,3,1874,0,0
40424,44110,26,1523,343,3
54889,13150,4,6438,0,0
59515,3170,5,2705,0,0
37358,50488,19,3967,0,0
55591,8817,13,3693,0,0
63190,18950,13,3041,250,1
79020,3422,10,2179,0,0
48265,1000,1,2951,0,0
11947,8099,14,1656,1000,2
5360,0,0,4392,0,0
11457,705,3,3767,0,0
36219,4044,10,4595,0,0
30130,9192,15,4993,0,0
37381,6091,16,6332,0,0
35433,1600,3,4113,0,0
114949,87136,24,4294,600,2
55237,5547,14,6358,0,0
77102,13175,20,5581,1850,6
1452,2375,5,3396,0,0
33835,2280,7,5771,1000,2
32522,5971,4,4042,471,2
29326,23061,7,2497,0,0
20713,13421,12,2104,400,1
12250,4875,32,1346,0,0
49874,7200,9,3817,1700,4
61919,39163,14,5157,350,1
72297,16241,16,1587,0,0
46876,9680,7,3498,0,0
12532,2069,9,1445,0,0
25730,1431,3,630,931,2
9500,3125,18,1415,0,0
14155,3250,19,4134,0,0
19128,10595,27,1919,0,0
51843,40997,17,5859,0,0
81155,49904,41,1276,0,0
96627,49059,26,6738,2300,9
9634,9634,5,2146,0,0
17810,1375,4,4294,0,0
145750,10986,12,2531,0,0
71235,41004,14,6535,0,0
6112,0,0,6709,0,0
23179,0,0,2794,0,0
34855,230,3,2882,0,0
16928,1000,1,7173,0,0
25485,9655,10,2798,2800,8
19960,0,0,4896,0,0
96477,2987,13,6221,0,0
98151,38812,11,1976,500,1
33443,0,0,6476,0,0
28745,10375,43,1323,0,0
48970,30872,14,3817,0,0
37215,8199,8,5637,0,0
111072,50533,19,5541,350,1
24838,500,1,1684,0,0
44873,38740,18,7267,850,2
142729,0,0,1823,0,0
75132,53001,23,2720,400,3
23099,300,3,2292,300,3
31769,450,2,6707,450,2
28254,17117,19,2692,1050,6
4676,0,0,141,0,0
5375,2000,9,4509,0,0
34235,18910,7,1415,250,1
90666,32474,14,1582,0,0
468,26650,14,5708,550,3
40264,19137,13,4684,0,0
42044,11433,10,6140,0,0
50987,0,0,2259,0,0
7800,200,1,5787,0,0
66009,0,0,1603,0,0
62335,500,1,2147,0,0
29657,8092,4,1592,0,0
39079,3070,5,4750,0,0
4057,23050,11,1135,2550,7
135408,62224,15,2697,607,1
52885,1600,6,3020,100,1
103203,3200,4,1556,200,2
6286,230,3,1788,0,0
231437,31266,26,6340,1550,4
3750,1500,5,1397,0,0
212029,43162,19,3518,0,0
8962,0,0,4198,0,0
20691,16448,6,1227,0,0
223670,32709,13,4230,2227,4
34956,0,0,7172,0,0
101397,19173,12,5847,0,0
3294,1330,2,6498,0,0
40702,39897,14,2826,0,0
6058,0,0,1608,0,0
500,0,0,340,0,0
11472,9068,14,3290,0,0
2900,2900,29,1804,2900,29
89668,29130,14,6350,0,0
1000,0,0,1597,0,0
18433,3174,9,3930,0,0
40252,1375,4,2565,0,0
20900,1000,1,3685,0,0
5594,370,1,5835,0,0
138020,6568,15,7024,0,0
56461,40190,14,4359,0,0
72253,29227,16,1752,0,0
8009,8102,12,3279,2850,6
41556,26682,4,2131,0,0
307260,40533,24,4791,250,1
21784,6208,14,2483,0,0
355423,20500,20,3963,100,1
66539,27894,17,2741,0,0
739476,24215,8,5678,322,1
38465,10550,3,1580,550,2
46578,8322,12,4645,0,0
60076,45582,9,3935,0,0
17964,5030,23,3783,0,0
58620,2125,10,6051,0,0
197673,48932,15,4775,0,0
1446,0,0,99,0,0
126947,2350,2,5167,350,1
16714,0,0,6214,0,0
50674,22073,12,1615,0,0
30892,11474,11,5283,0,0
278258,1000,1,2298,0,0
35216,9959,14,4481,0,0
58628,22581,13,5471,0,0
44324,650,4,1583,650,4
77709,36028,19,5253,100,2
55487,23123,19,1986,1150,5
75027,1390,3,6067,500,1
10097,2700,1,7498,2700,1
106155,0,0,2657,0,0
10000,790,3,3564,0,0
81171,3700,4,2348,100,1
61617,23495,13,3972,0,0
7210,2402,13,5449,0,0
25829,1375,4,2444,0,0
53027,30627,16,1290,0,0
41152,3250,19,2669,0,0
34182,0,0,3967,0,0
10839,190,1,2341,190,1
891,891,8,1703,0,0
29632,0,0,4898,0,0
104670,3993,12,2202,0,0
8454,498,9,6821,0,0
132555,24775,31,8289,350,1
40465,6540,28,1408,0,0
82122,700,3,3044,700,3
7422,2229,3,2653,0,0
189252,2991,15,8228,0,0
97193,13338,12,2502,0,0
35820,0,0,7575,0,0
62076,11221,15,4603,1050,2
91939,1244,8,8296,0,0
109625,63372,19,5056,500,1
2843,44130,35,5869,7450,20
78032,24046,23,4862,0,0
52046,1058,8,3456,683,7
27625,27799,16,5772,500,1
15450,50,1,5499,50,1
765738,62133,14,6112,0,0
3420,1750,7,1690,0,0
370941,44615,16,7577,0,0
169139,9500,5,2019,0,0
2198,16070,12,4658,0,0
5970,1000,1,3091,0,0
104824,14582,15,6366,0,0
1923,1170,2,4615,0,0
4500,2250,11,666,0,0
47394,31347,19,5688,2150,5
14072,20700,16,1949,0,0
30973,0,0,6298,0,0
1500,500,4,893,0,0
37039,29976,18,6375,0,0
117543,32355,21,4954,600,2
63362,16331,15,3544,350,1
10424,0,0,1894,0,0
158986,3558,14,3404,0,0
31786,2661,10,5380,0,0
65952,34770,14,4827,0,0
14769,500,1,5639,0,0
40893,1130,3,2518,0,0
44214,24928,13,2259,0,0
53869,6750,26,4940,0,0
224852,7750,32,2102,750,3
310226,61894,28,2900,1700,9
97155,10004,3,5244,0,0
56455,6000,3,4218,0,0
140511,32105,16,5651,0,0
56896,34019,15,3696,0,0
93148,7776,18,4631,0,0
14662,1110,12,6197,0,0
6181,2000,9,2878,0,0
27669,3375,20,4127,0,0
265532,4652,13,4849,0,0
105294,56281,26,2021,850,5
28941,2935,6,4692,0,0
36924,5900,6,6879,300,2
25936,0,0,3495,0,0
237093,42020,15,6240,0,0
42093,1831,4,1526,0,0
10400,1840,10,1397,0,0
24111,9374,16,3802,0,0
12855,0,0,1653,0,0
210491,48287,18,2958,0,0
24784,100,1,3729,0,0
52738,0,0,7498,0,0
33405,1600,3,1808,0,0
152539,65972,14,6187,0,0
24134,1250,3,2390,0,0
244216,39166,14,6214,0,0
23130,5032,10,5500,0,0
122545,269,4,3834,250,1
76177,31922,16,3057,0,0
91296,19057,16,2712,0,0
25898,7834,3,1588,0,0
83848,28202,14,5927,0,0
24406,5005,14,3127,0,0
6020,0,0,4986,0,0
129866,66150,30,5692,0,0
2886,500,1,557,0,0
11690,0,0,360,0,0
5581,0,0,8296,0,0
8819,12472,15,1920,0,0
133351,84215,43,1529,7000,22
8933,8860,14,7533,0,0
56906,2015,13,7707,0,0
33629,4970,10,1500,150,1
16148,2625,14,1529,0,0
6341,3658,12,3706,0,0
8836,4788,6,4544,808,3
26556,2845,14,6339,720,4
3663,894,10,5916,0,0
24295,250,2,621,250,2
24915,265,3,1184,0,0
230715,24047,12,6826,0,0
15472,3500,14,6715,0,0
137843,45416,24,6302,250,1
10756,1375,4,3104,0,0
158895,41954,15,6525,0,0
174910,63960,20,7110,200,1
391222,27471,20,4905,1600,7
75684,27320,9,5316,0,0
70354,120907,22,7290,0,0
132910,75540,46,5856,250,1
36665,3250,19,2951,0,0
105588,22973,3,4805,0,0
28930,8185,17,6630,0,0
4834,13441,17,1851,0,0
22027,1225,3,653,0,0
34072,500,1,3879,0,0
23354,10447,5,6896,0,0
27469,1,3,5461,0,0
39313,24091,16,5706,0,0
38292,12487,13,531,250,2
12078,500,1,983,500,1
84126,5858,11,3159,4358,10
16200,5375,28,1407,0,0
7273,375,3,1517,0,0
18700,870,2,3995,0,0
4779,600,2,4926,0,0
65466,5488,13,6280,0,0
71736,53602,25,5485,50,1
106471,8444,5,6220,100,1
91935,17550,18,4216,0,0
164613,11095,13,7375,0,0
94016,4773,6,3161,0,0
33374,20441,13,6214,0,0
61227,6957,10,5647,0,0
2003,980,2,7274,0,0
63392,20553,17,1087,0,0
38827,0,0,2993,0,0
148915,23522,16,6532,650,2
50658,1600,3,2174,500,1
6914,1500,1,3915,0,0
54264,15178,17,1397,0,0
11816,0,0,1596,0,0
146263,20853,21,7001,350,1
65982,1750,4,5030,750,3
25849,0,0,996,0,0
837979,18372,15,5373,1450,4
20630,2045,4,4643,0,0
15275,2750,8,1694,0,0
66574,2500,6,1791,400,4
29469,2522,4,8228,0,0
48863,71013,18,4925,1050,3
10797,0,0,3581,0,0
13738,6485,18,2042,900,5
21393,5040,2,5262,0,0
12881,500,1,3244,0,0
191583,25675,18,2950,0,0
48433,4300,5,3673,800,3
11143,2800,6,6529,800,5
21676,15392,15,5584,100,1
15279,17984,19,3139,300,1
89840,7048,14,3819,0,0
98722,18012,19,2178,50,1
116288,65073,18,4209,0,0
17489,5565,4,5380,0,0
36290,8600,13,5111,2600,9
61737,6789,12,2921,0,0
28607,5943,5,2895,0,0
58195,24808,13,2838,0,0
153747,58689,15,7409,0,0
238868,20521,16,7220,0,0
160447,8578,25,6716,0,0
3750,1750,7,1178,0,0
24813,4066,10,5225,0,0
8298,20087,15,7498,0,0
118141,46521,11,3259,0,0
475338,39680,22,3355,700,4
13680,0,0,7073,0,0
417875,44472,18,6308,0,0
137778,19557,18,4599,0,0
24660,7206,14,5136,0,0
138999,63738,29,7153,600,4
16685,400,2,1817,0,0
3974,365,3,1397,0,0
199418,25590,39,4548,3199,9
18387,40560,19,3588,800,2
38997,5158,18,2399,0,0
54842,20792,15,8296,0,0
91813,8690,11,3911,2000,4
65969,2550,5,5419,1050,3
17326,0,0,1787,0,0
12120,1000,1,1802,0,0
8000,0,0,941,0,0
33269,4675,10,6396,200,1
52050,43190,14,6245,0,0
25047,500,1,443,500,1
21110,3402,12,4516,0,0
104523,4000,2,2073,0,0
198137,6303,6,7323,500,1
13250,17778,14,3861,0,0
49479,5500,24,4282,100,1
62882,1925,8,7375,0,0
185549,110859,39,6778,2950,16
134601,0,0,7493,0,0
140398,118013,26,2972,1100,4
459681,95531,17,8228,0,0
20665,19947,16,5997,0,0
21582,10811,15,4695,0,0
206648,5132,16,6030,2450,11
74147,8315,16,4064,50,1
12966,15021,16,1553,886,3
126028,23974,19,1716,668,1
18497,14138,12,2643,0,0
197239,53412,25,3914,250,2
53750,23135,14,3736,0,0
12112,0,0,4882,0,0
67753,18303,15,3134,0,0
386061,107813,24,7500,0,0
66681,4478,16,2465,3504,12
19881,800,4,1822,800,4
123759,50572,23,7865,2500,5
14075,4286,15,3513,0,0
20126,78999,28,6506,800,3
92800,62042,23,5358,350,1
35509,14204,13,1486,0,0
69110,18500,19,7598,0,0
192046,54818,52,5829,1200,3
30662,0,0,4996,0,0
121260,18493,18,7808,0,0
218763,11650,6,5975,1150,3
61990,1625,6,6833,0,0
85071,6600,4,2322,0,0
15676,0,0,3178,0,0
280561,12154,13,6337,0,0
58816,4600,5,570,1100,3
98604,17490,15,4919,0,0
22678,2125,7,4068,0,0
16208,0,0,2451,0,0
15339,1375,4,628,0,0
126409,28460,13,6478,0,0
15241,0,0,5840,0,0
25637,445,3,2367,0,0
19020,330,3,4614,0,0
48896,4081,12,4139,3397,10
20126,0,0,6053,0,0
56805,16617,17,2307,0,0
66275,2533,11,6884,150,1
155587,6893,9,5279,0,0
133370,44299,18,7101,0,0
96714,17026,15,2185,0,0
28077,735,6,6575,500,1
28464,5167,16,3344,0,0
122904,37380,21,7956,1300,4
97750,12616,16,4074,600,2
49288,12538,19,5353,600,2
81419,7769,12,6599,350,1
66950,17303,20,5464,2000,8
84148,84148,7,1054,0,0
24310,2815,6,5266,0,0
33017,10333,18,1622,0,0
30530,5590,12,6298,2950,9
105547,24973,26,6415,500,1
92097,20450,8,2825,1850,3
200089,75019,21,3166,300,2
889456,98959,29,6652,850,4
5875,2125,10,997,0,0
35661,600,3,1759,500,2
71593,22666,17,2266,0,0
48944,17988,12,1005,0,0
61474,47717,14,3354,0,0
37948,19213,43,3914,0,0
227776,47286,19,3980,2276,5
20534,589,7,4021,0,0
329497,57264,12,6484,0,0
33918,145,3,3012,0,0
43229,5000,1,2644,0,0
98006,46349,20,7332,2309,3
576,12082,14,4128,0,0
33327,1000,1,5664,0,0
86853,42293,21,6980,500,1
12093,1605,4,1411,0,0
72131,7681,17,2390,0,0
102570,70503,20,4524,0,0
155278,27200,16,4926,0,0
67615,14168,13,6413,0,0
3788,0,0,61,0,0
92551,13755,13,3895,500,1
77225,30646,15,4282,0,0
167670,15907,13,6994,0,0
16200,40455,17,3840,0,0
83082,16207,13,2003,250,1
35895,15720,11,4649,0,0
98753,1475,5,2619,0,0
27590,100,1,3455,0,0
98213,68013,29,5755,0,0
27759,7195,5,499,0,0
33017,1069,7,3814,250,1
11845,625,2,2334,0,0
49737,60922,22,4946,550,2
131621,27846,31,6045,6047,11
18933,0,0,284,0,0
38835,2625,11,3378,500,1
87366,18012,16,4380,0,0
128302,132263,32,4103,400,2
16079,6085,4,1670,0,0
7879,1815,5,1849,0,0
15036,7917,8,1935,0,0
164884,35226,18,5283,1734,2
11310,5021,2,1409,0,0
38763,34652,13,6037,0,0
141594,30565,16,3776,0,0
45542,59012,14,5835,0,0
73008,12930,18,5050,0,0
30556,950,5,4361,550,3
383129,23608,16,8289,500,1
22048,100,1,1702,0,0
34941,23718,16,4755,0,0
15352,1350,4,5359,0,0
74093,20055,37,949,0,0
18177,12040,12,6690,0,0
163530,88987,25,7406,0,0
42584,841,6,3526,0,0
32313,29188,27,5397,0,0
43403,3350,12,3930,3350,12
16733,1000,1,1983,0,0
152426,6000,6,5939,2000,4
4351,0,0,1659,0,0
14134,2125,9,2312,0,0
3129,0,0,2840,0,0
55473,10156,7,1751,0,0
86112,35528,22,8105,0,0
114356,27308,14,7456,0,0
72027,0,0,2386,0,0
29559,28969,16,4236,0,0
10954,2500,1,8095,0,0
68684,5756,13,2892,0,0
40758,3500,4,4299,1000,2
23188,1291,8,1627,0,0
124869,30116,16,5924,0,0
138254,24100,9,5420,0,0
47557,10267,18,7345,200,3
53532,30808,18,2927,0,0
64969,1135,13,4996,0,0
19483,4263,18,3589,0,0
196967,38490,37,4008,9550,20
46535,25891,14,5399,150,1
76659,0,0,4608,0,0
28228,12948,13,5108,300,1
17949,0,0,6312,0,0
33982,68320,17,7255,0,0
58758,6500,38,4974,0,0
130356,150,1,5910,150,1
4236,3000,7,4148,0,0
252520,43392,17,3818,500,1
60109,2300,6,2501,2300,6
8669,11397,16,7486,0,0
30300,2160,7,4002,0,0
179832,18218,20,1569,2500,5
45522,10728,13,3197,0,0
9445,1000,2,3613,1000,2
7011,19791,16,3152,0,0
192334,33950,21,6366,1450,4
268314,29968,14,3869,500,1
71128,17950,17,5162,4450,11
206155,28447,17,3848,0,0
9860,99,1,5055,99,1
69106,17832,10,2007,0,0
9052,280,2,3987,0,0
6112,0,0,5072,0,0
16622,0,0,7229,0,0
33517,1250,2,3978,250,1
327126,97997,25,4440,350,3
18422,3297,13,6653,0,0
1860,65,2,5976,0,0
17088,0,0,3510,0,0
106309,21873,22,5594,1200,4
50500,4765,14,6380,0,0
45533,56208,16,2963,0,0
267640,6000,3,8296,0,0
65141,31463,26,3452,2550,2
136732,87549,20,3252,0,0
43832,0,0,7865,0,0
75303,74990,15,4598,0,0
26055,3320,14,1727,0,0
52987,17510,15,6289,0,0
960,6000,1,1262,0,0
32160,1130,6,3883,250,1
133445,3375,13,6492,0,0
124198,66330,23,7710,4833,10
26220,2775,11,6647,0,0
8719,2000,9,5671,0,0
143441,58475,27,2238,0,0
8885,1500,5,1386,0,0
32214,12717,10,5576,0,0
148,190,2,6507,0,0
67329,6500,3,1696,0,0
388455,114329,26,7164,6078,8
11631,3289,22,1157,0,0
118177,20910,18,4811,402,1
92875,60990,14,7344,0,0
23197,10587,13,1747,150,1
211355,11238,12,2294,0,0
77930,37541,35,5773,3600,18
156885,38601,19,4534,0,0
5274,2074,11,5834,0,0
66411,34826,19,4211,3001,9
16378,0,0,2272,0,0
97424,63796,17,2873,0,0
89222,0,0,1528,0,0
115385,5890,15,4546,1250,7
62492,3725,11,1536,2600,9
47638,0,0,3739,0,0
533120,120983,18,4827,0,0
18369,800,4,2327,700,3
133831,100,1,4588,100,1
66936,3450,5,5147,950,4
26101,3900,15,2222,3900,15
26896,5364,15,3685,0,0
54011,38380,20,6487,5780,4
31669,8384,15,6018,0,0
31588,2947,8,7463,0,0
48775,17494,15,5588,0,0
181019,18415,15,7714,0,0
89430,24314,18,1547,0,0
5354,0,0,32,0,0
30759,510,3,3195,0,0
28670,11727,11,2980,0,0
23120,4231,7,5615,0,0
16125,23288,17,5210,0,0
500,0,0,396,0,0
108616,36476,13,4644,0,0
427528,35098,16,6465,1600,3
9005,520,1,3531,0,0
70312,34678,24,6875,500,1
969559,2500,3,7718,1000,2
4500,2125,10,1271,0,0
89576,20333,15,3099,0,0
3268,52263,32,6120,0,0
59317,4794,3,660,1194,1
93028,40887,22,2507,0,0
313,1600,1,6525,0,0
171946,19198,28,4397,0,0
135567,3650,5,1967,1050,3
609477,21422,22,6820,1200,8
10100,4400,12,1032,2900,9
79192,14404,21,2080,150,1
7843,600,2,3557,600,2
77540,1000,1,7683,0,0
264685,57505,16,4112,0,0
27135,4908,11,3783,0,0
103586,4000,7,2726,3900,6
8327,2900,4,5814,150,1
52953,500,1,8289,0,0
149733,605,3,7323,500,1
52005,11870,15,8228,100,1
66445,22276,13,1975,0,0
147596,19175,19,4076,16675,18
22201,51278,16,3602,350,1
41279,3664,4,4233,3164,3
11680,1460,3,1459,0,0
144848,37056,15,5219,0,0
6517,2025,8,1900,0,0
8184,0,0,2832,0,0
11001,255,5,4315,0,0
54697,1625,6,1809,0,0
49804,0,0,2157,0,0
109441,6500,10,2237,4000,8
11850,4475,29,893,0,0
15920,2500,1,2466,0,0
188184,32170,13,3707,0,0
21736,6672,10,2544,0,0
71930,32774,13,4300,500,1
27904,6622,17,3793,0,0
11866,6139,9,4667,0,0
58411,2500,1,2619,0,0
49353,34656,14,3540,0,0
125948,15155,15,6761,0,0
52819,37535,15,5645,1000,2
48014,0,0,2005,0,0
65460,0,0,2493,0,0
11504,100,1,6675,0,0
3049,0,0,3613,0,0
12568,350,3,1664,0,0
323,0,0,1975,0,0
28338,90,2,1936,0,0
105423,20802,14,7078,0,0
134882,15717,14,1597,0,0
21138,4500,2,6031,0,0
353678,141230,28,8289,1450,5
148691,3000,3,7064,1000,2
76210,37937,29,798,1110,8
23835,0,0,1488,0,0
249,1000,1,5204,0,0
4316,1375,4,1515,0,0
9312,3405,8,1527,250,1
51250,0,0,7283,0,0
70178,61530,12,3306,1300,6
21875,12398,15,3299,0,0
7457,17131,5,2496,0,0
743745,4100,20,8228,2500,18
49777,12241,12,4777,0,0
27905,3794,11,4628,0,0
6854,0,0,7467,0,0
44514,3577,13,2657,0,0
64824,20184,13,6770,0,0
2104,0,0,466,0,0
90526,2000,9,4488,0,0
84700,13544,17,7162,0,0
50939,16453,16,2753,0,0
66122,11756,13,5630,0,0
131960,16081,8,8296,0,0
15719,5740,13,4974,0,0
19002,22675,21,6277,0,0
19516,17696,16,3593,0,0
24277,5330,5,3796,0,0
7056,0,0,1057,0,0
145074,8000,4,6746,0,0
97099,6325,21,8085,1700,5
105544,31001,16,2888,500,1
40902,4850,7,6018,1350,5
16906,2750,15,6017,0,0
39139,710,4,3967,0,0
101772,26480,17,3396,1000,2
20540,5731,15,1970,500,1
44293,21920,21,5913,100,1
74352,17868,15,2188,0,0
9800,10348,34,6651,3000,25
57434,11140,16,5770,0,0
10940,0,0,3062,0,0
34458,1883,8,843,0,0
8260,700,2,3673,0,0
43382,11150,20,6924,0,0
245021,13639,15,3984,180,1
15737,220,3,4404,0,0
431824,30480,16,4443,500,1
2117,769,7,5609,0,0
16061,2750,11,6366,0,0
28712,1500,3,2256,1500,3
78105,49364,14,2070,0,0
2000,0,0,520,0,0
53957,7000,4,4133,500,1
18179,5488,3,1877,0,0
29287,0,0,3216,0,0
23352,3600,8,1459,3600,8
35445,3379,9,4198,0,0
48803,72129,14,5107,0,0
18035,811,2,6193,0,0
129298,29099,15,6722,0,0
25688,3103,10,4754,0,0
81144,34664,17,1769,0,0
51864,6795,13,3279,0,0
44205,28340,13,3676,0,0
101101,10850,11,6725,1850,6
8399,21136,13,3052,0,0
41048,1195,3,4856,0,0
11023,0,0,4328,0,0
42275,4100,6,4712,1600,5
9489,5359,14,5807,0,0
146599,16463,16,6444,1000,2
23717,3375,19,1404,0,0
74007,9259,13,2181,0,0
51830,0,0,6507,0,0
35738,41264,16,6526,0,0
193818,16327,13,3768,0,0
24803,0,0,2623,0,0
568174,67121,16,7243,1000,2
28731,29782,11,2182,0,0
17648,0,0,6912,0,0
48607,18284,37,1339,0,0
23027,3375,15,1669,0,0
150312,1000,1,3967,0,0
7456,0,0,2635,0,0
404142,75509,13,4784,0,0
65672,29089,13,6529,0,0
66863,36532,9,7099,0,0
37832,0,0,6004,0,0
10508,0,0,309,0,0
166638,64572,22,1697,0,0
25313,7491,13,7064,0,0
190730,78916,28,1648,2450,9
32699,1500,2,3167,500,1
63635,5175,31,4622,50,1
197973,72345,14,4155,1029,2
36978,100,1,3033,100,1
2278,0,0,5175,0,0
97131,33324,19,2727,1500,3
128927,61165,14,2882,0,0
11218,3850,14,1604,0,0
62942,4752,8,5070,2121,6
50,50,1,5073,50,1
97752,43300,26,6935,2077,4
21334,5472,20,6200,0,0
88918,5537,14,4180,0,0
214674,25688,23,2607,2500,5
64594,9295,14,1869,0,0
41354,4123,4,7034,0,0
84035,4240,6,8114,1600,4
21847,929,4,4491,903,3
25824,17760,20,2559,750,2
65021,10369,12,3547,0,0
16014,0,0,1450,0,0
4780,0,0,4733,0,0
15540,209,3,1761,104,1
9372,0,0,1524,0,0
13720,0,0,5884,0,0
53210,11422,10,4993,0,0
66516,45406,16,5311,200,1
62629,36986,14,2438,0,0
11527,16874,27,4583,3880,6
92225,48276,19,2972,350,1
67018,23260,25,7698,0,0
103993,14149,13,6158,100,1
55610,5095,13,6151,0,0
32807,17259,4,3482,0,0
59782,7500,7,1681,2000,4
11529,15738,15,2768,0,0
22181,6245,15,3656,0,0
106921,26666,13,2581,0,0
1250,625,5,1071,0,0
112164,16802,14,2188,0,0
175344,40152,19,3770,0,0
14620,0,0,2833,0,0
2562,9075,11,2412,1050,3
81251,19500,6,3958,0,0
20678,2155,8,3862,0,0
49736,3200,4,6038,700,3
10879,78186,32,7981,3400,12
34357,73622,25,6198,100,1
266776,8370,30,5042,6520,28
194074,12500,6,4701,0,0
138368,68663,13,5755,0,0
217557,97584,19,6679,550,2
8335,3750,16,2522,0,0
24893,0,0,1652,0,0
7421,0,0,6142,0,0
145214,3500,4,2560,500,1
123430,49987,17,4798,0,0
1000,0,0,1597,0,0
3965,8228,12,2003,0,0
11136,100,1,3571,0,0
9264,4830,15,424,0,0
747983,26117,15,6427,50,1
33057,5190,5,4828,0,0
24930,13060,9,5084,0,0
34942,19016,13,3089,0,0
21740,5625,11,2048,0,0
68907,33434,10,3365,0,0
44780,2100,3,968,1100,2
4892,0,0,1282,0,0
32156,23928,29,2257,2150,12
106961,7357,19,7572,200,2
73640,10192,14,5156,0,0
242910,103935,18,6296,500,1
202636,19000,5,6119,0,0
13982,500,1,2117,0,0
32886,3606,10,3281,0,0
37563,8142,14,3925,0,0
148976,2650,3,2108,650,2
70730,1319,12,7316,0,0
4916,900,3,5107,800,2
13310,0,0,4755,0,0
161453,38956,44,3158,0,0
32659,3614,14,2553,0,0
105737,71728,13,1705,0,0
13623,2625,14,1330,0,0
53556,0,0,3575,0,0
47457,12621,16,7766,0,0
46269,20594,14,3487,0,0
365918,83752,23,6429,1373,7
68092,16524,14,652,500,2
118487,3388,14,2592,0,0
42970,7889,14,2256,0,0
32234,17001,13,1780,0,0
43285,28613,14,8252,0,0
5500,2875,9,1428,0,0
23933,10144,15,1804,0,0
55461,31658,17,2315,500,2
50052,49383,13,8289,0,0
40420,8649,14,3651,0,0
56688,3550,10,3812,1050,9
2224,0,0,5098,0,0
20426,3993,7,4194,3493,6
76660,38807,24,1193,3341,1
149286,42141,30,7222,2400,13
60014,45105,32,669,500,2
119676,550,4,4485,550,4
104665,9547,12,6249,0,0
61841,48700,49,1659,0,0
252386,39787,13,7787,0,0
619393,15008,14,7819,0,0
33323,0,0,1405,0,0
17599,100,1,6029,0,0
10146,26633,12,4509,0,0
17823,15323,8,1453,0,0
38137,11050,3,3182,50,1
43220,4985,20,2041,100,1
120576,36635,14,3823,0,0
189423,63584,31,6476,600,1
10643,40585,14,4107,850,2
11660,140,1,7050,0,0
78317,34282,35,1859,2537,11
23827,8125,37,4616,1000,2
46440,5582,24,3952,0,0
20157,1450,3,2455,150,1
4586,1000,1,249,0,0
85156,133,5,3550,0,0
30686,6161,2,3596,0,0
23226,2236,2,3343,0,0
66328,40522,14,4575,0,0
184701,45629,13,4989,500,1
84914,27482,25,6994,0,0
26965,7346,13,4653,0,0
118079,43298,16,4867,500,1
234308,21078,15,6007,200,1
55864,3691,6,5251,500,1
66614,0,0,1992,0,0
106115,16197,21,5219,500,1
30638,48963,16,5696,0,0
21616,0,0,6291,0,0
39566,23755,18,1763,0,0
49238,38037,18,7801,0,0
121688,31631,15,4420,0,0
21921,0,0,7939,0,0
2075,5002,14,7374,0,0
68610,6115,12,5349,0,0
4606,4320,6,3501,0,0
31929,3500,3,2019,1000,2
23379,11712,25,5499,0,0
102942,56780,18,2405,0,0
134501,59855,32,4663,1193,2
63036,9006,14,4475,0,0
18074,1625,6,1765,0,0
3082,0,0,3923,0,0
33087,24761,9,724,500,1
22459,104,2,4215,0,0
73849,11793,21,7250,0,0
529477,31624,28,6311,2098,5
30500,0,0,1628,0,0
22533,22206,17,5248,100,1
84674,46335,14,6738,50,1
24756,7720,26,4723,500,2
57017,2495,11,3854,0,0
59797,7069,4,7444,0,0
182317,19489,17,7397,273,1
108904,19931,17,5255,0,0
8828,0,0,7914,0,0
66741,71921,30,6638,2600,7
22966,3950,8,1443,450,6
85826,33678,29,3026,0,0
165144,24156,14,3581,0,0
45603,5964,13,2432,0,0
124430,15523,17,4054,1200,8
74924,59650,13,6141,0,0
68359,15803,17,1293,0,0
99704,15750,12,4106,0,0
30015,5875,32,7341,0,0
66524,34682,23,3188,0,0
235312,56685,16,3476,0,0
21694,45230,20,7575,700,2
