CTR,titleWords,adWords,depth,position,advCTR,queryCTR,queryCTRInPos
0.0172,8,19,2,1,0.0241,0.0351,0.0538
0.1193,7,22,3,1,0.0343,0.0607,0.0839
0.0336,7,24,2,2,0.0426,0.0757,0.0302
0.2787,15,29,2,1,0.0621,0.1474,0.3487
0.0034,12,25,1,1,0.0211,0.0013,0.0013
0.0055,10,18,1,1,0.019,0.015,0.0191
0.1457,16,29,2,1,0.0378,0.0497,0.0935
0.2222,15,27,3,1,0.1821,0.0551,0.1422
0.1132,14,28,2,1,0.0433,0.059,0.0757
0.0097,8,23,2,2,0.0305,0.0049,0.0056
0.027,7,17,2,1,0.0623,0.0127,0.0183
0.0646,9,25,1,1,0.0504,0.0353,0.0351
0,9,23,1,1,0.0262,0,0
0.0917,7,26,2,1,0.0426,0.0261,0.036
0.0698,9,22,1,1,0.1057,0.0146,0.0156
0.0364,14,28,1,1,0.0435,0.0424,0.0431
0.0911,8,18,1,1,0.0426,0.0066,0.0158
0,12,22,2,2,0.0202,0.04,0.0294
0.0163,13,23,2,1,0.0445,0.0127,0.0173
0,7,18,3,3,0.0361,0.0218,0.0021
0.1019,8,23,3,2,0.1422,0.0765,0.0954
0.0066,6,24,1,1,0.0132,0.0063,0.007
0.1017,11,23,2,2,0.0426,0.0955,0.0552
0.0061,9,14,1,1,0.0144,0,0
0.0253,8,24,1,1,0.0284,0.0104,0.0143
0,9,29,3,3,0.0337,0.0048,0
0.037,8,22,2,1,0.0211,0.0512,0.0703
0,11,24,1,1,0.0454,0.0452,0.0486
0.2925,14,30,1,1,0.0358,0.1833,0.2707
0.0385,9,20,1,1,0.0346,0.0138,0.0179
0.1006,5,23,2,1,0.0426,0.1604,0.2628
0.1802,13,18,2,1,0.0614,0.0601,0.0736
0,12,28,2,1,0.0142,0.0198,0.0296
0.0641,4,21,1,1,0.0383,0.0024,0.005
0.0536,8,25,1,1,0.0426,0,0
0.0488,6,15,1,1,0.0144,0.0475,0.0593
0.0558,6,16,2,1,0.0293,0.0211,0.0231
0,4,21,3,3,0.0284,0.0162,0.0016
0,14,26,3,1,0.0284,0.0169,0.0267
0.055,12,19,2,1,0.0574,0.024,0.0327
0.1243,9,27,2,2,0.0252,0.1375,0.0551
0.0261,8,21,1,1,0.0426,0.0328,0.0454
0,11,21,3,1,0.0102,0.0033,0.0038
0.1077,12,32,2,1,0.0358,0.0185,0.0377
0.0861,8,28,2,1,0.0336,0.0513,0.0766
0,6,18,3,1,0.0101,6.00E-04,8.00E-04
0.1356,10,26,1,1,0.0478,0.0307,0.0679
0.0171,6,20,3,3,0.0361,0.0315,0.0175
0.1,4,20,2,1,0.0791,0.0238,0.0284
0.1713,7,17,2,1,0.0426,0.0764,0.1435
0,8,23,3,3,0.0133,0.0069,0.0013
0.6343,10,23,2,1,0.195,0.0554,0.0777
0.0221,12,22,1,1,0.0179,0.0066,0.0079
0.0194,7,22,2,1,0.0431,0.0266,0.0358
0.0806,7,22,2,1,0.0211,0.0685,0.1021
0.0435,9,23,2,2,0.1423,0.0737,0.054
0.1178,12,20,1,1,0.0581,0.1289,0.1289
0.0108,7,27,2,2,0.0421,0.0495,0.022
0.0645,8,21,3,2,0.023,0.0582,0.0438
0.0594,5,23,2,1,0.0284,0.0101,0.054
0.0233,1,25,2,1,0.0259,0.0109,0.011
0.0301,9,25,1,1,0.0693,0.0096,0.0064
0.0072,7,20,2,2,0.0266,0.0271,0.016
0.059,14,28,1,1,0.0435,0.0484,0.0552
0,12,22,3,3,0.0207,0.032,0.0058
0.0258,7,17,1,1,0.0337,0.0094,0.0156
0.0515,8,19,2,2,0.0259,0.0349,0.0168
0.0435,7,15,1,1,0.0273,0.0354,0.0426
0.1185,10,25,2,1,0.0441,0.1673,0.2776
0.0097,6,19,2,2,0.0283,0.0101,0.0028
0,14,26,2,2,0.025,0.0147,2.00E-04
0.0348,6,14,1,1,0.0273,0.02,0.0209
0.1651,8,22,2,1,0.0211,0.1047,0.1673
0.025,10,20,1,1,0.0212,0.007,0.0079
0,9,24,3,3,0.0152,0.0019,0.0013
0.0093,14,27,2,2,0.0142,0.0442,0.052
0.0098,9,18,1,1,0.037,0,0
0.0234,6,22,2,1,0.0211,0.0269,0.0434
0,6,24,2,1,0.0457,0.0142,0.0272
0.0455,7,15,3,1,0.1056,0.0216,0.0342
0.1681,9,23,2,1,0.1961,0.0708,0.1038
0.0275,8,17,1,1,0.0198,0.0165,0.0179
0.1214,10,25,1,1,0.0461,0.1149,0.1269
0.0052,7,25,2,2,0.0074,0.5799,0.1784
0.0315,6,14,1,1,0.0273,0.0255,0.0273
0,10,28,1,1,0.0285,0,0
0.0076,6,14,1,1,0.0273,0.0156,0.024
0.0182,7,24,1,1,0.0273,0.0204,0.0143
0.0428,7,21,1,1,0.0426,0.0022,0
0.4804,5,25,1,1,0.5199,0,0
0.086,11,26,1,1,0.0546,0.077,0.0776
0.0071,12,20,2,1,0.0264,0.0174,0.0788
0.023,4,28,2,1,0.0083,0.0123,0.0131
0.0192,8,16,1,1,0.0284,0.0569,0.0629
0,4,23,1,1,0.016,0.0091,0.0122
0.1429,8,21,2,1,0.0426,0.0462,0.0569
0.0571,6,14,1,1,0.0273,0.048,0.0542
0.0275,7,26,1,1,0.0426,0.0186,0.0232
0.0993,12,22,1,1,0.0533,0.1233,0.1497
0.012,5,22,2,1,0.0284,0.0114,0.0167
0.0312,3,12,3,3,0.0284,0.0266,0.0221
0.0963,8,26,2,1,0.0857,0.0765,0.0899
0.0066,4,13,3,1,0.0284,0.0133,0.0146
0.0546,10,27,1,1,0.0519,0.0451,0.0568
0.0202,8,25,2,1,0.0161,0.0173,0.0275
0.1304,12,16,2,1,0.0655,0.0377,0.0448
0.1562,12,14,1,1,0.0282,0.0412,0.0558
0.0492,7,18,2,2,0.0426,0.0607,0.033
0.157,7,19,2,1,0.0189,0.0328,0.0455
0.3037,6,22,1,1,0.172,0,0
0,6,25,2,2,0.0426,0.0022,0
0.0225,5,15,2,1,0.0153,0.0267,0.0386
0.0636,8,30,2,1,0.0572,0.0435,0.0663
0.0251,4,21,1,1,0.0284,0.0307,0.0425
0.0196,8,24,1,1,0.0426,0.0353,0.0466
0.0437,6,21,1,1,0.0384,0,0
0.0444,11,16,2,1,0.0273,0.0219,0.0377
0.2385,10,23,2,1,0.0988,0.0296,0.0477
0.0076,18,28,3,1,0.0264,0.0731,0.0994
0.3144,4,14,2,1,0.0273,0.0402,0.0409
0.0062,5,19,1,1,0.0149,0.0684,0.0935
0.1816,9,27,1,1,0.0243,0.0909,0.1185
0.1161,11,25,1,1,0.089,0.0325,0.0438
0.0072,7,21,1,1,0.0426,0.0136,0.0236
0.042,12,22,2,1,0.0339,0.0108,0.0145
0.0265,7,17,1,1,0.0284,0.0124,0.0143
0.0486,13,25,2,2,0.0425,0.255,0.3071
0.0476,12,23,2,1,0.0494,0.0143,0.0108
0.0513,6,21,2,1,0.024,0.0448,0.0704
0.0134,5,20,2,2,0.0161,0.0122,0.01
0.0511,7,15,1,1,0.0273,0.026,0.0415
0.0138,3,25,1,1,0.0161,0.0035,0.0051
0.0623,13,24,2,1,0.0264,0.0269,0.0264
0.1721,9,17,2,1,0.1025,0.0777,0.1079
0.4532,16,26,1,1,0.0852,0,0
0.084,18,28,2,1,0.0263,0.0266,0.0379
0.1026,9,23,2,1,0.1423,0.0464,0.0469
0,7,20,3,3,0.0282,0.0265,0.0062
0.0054,5,22,1,1,0.105,0.0403,0.0406
0.1782,6,22,1,1,0.1723,0,0
0.0102,6,22,1,1,0.0284,0,0
0.0534,14,29,2,1,0.0264,0.0384,0.0523
0.0556,5,19,2,1,0.0344,0.0757,0.1078
0.0175,14,28,2,2,0.0442,0.02,0.0036
0.0734,5,14,1,1,0.0284,0.0181,0.0158
0.2478,9,23,2,1,0.1951,0.0855,0.1042
0.0379,7,24,2,2,0.0426,0.0121,0.002
0.0191,7,20,2,1,0.0221,0.0052,0
0.0684,9,21,2,1,0.0511,0.0723,0.0483
0.0033,4,13,2,2,0.0284,0.0435,0.0316
0.0053,5,22,2,2,0.0168,0.0229,0.0153
0.0851,8,16,2,1,0.0284,0.0515,0.0974
0.1182,8,19,2,1,0.0343,0.0462,0.0295
0,8,17,1,1,0.0206,0,0
0,10,24,2,2,0.0277,0.021,0.0139
0.0902,6,17,2,1,0.0125,0.0163,0.0132
0.0268,9,23,3,1,0.0305,0.0241,0.0315
0,8,21,3,1,0.0138,0.0206,0.0279
0.069,11,27,1,1,0.038,0.0176,0.0288
0.0127,5,14,2,2,0.0284,0.0855,0.0096
0.0066,6,17,1,1,0.0273,0.0241,0.0246
0.04,8,16,1,1,0.0273,0.0297,0.0353
0.0576,12,26,2,1,0.0493,0.0403,0.1061
0.0083,12,14,2,2,0.0282,0.019,0.0104
0.3017,3,10,1,1,0.2827,0.0495,0.0635
0,6,19,2,2,0.0278,0.1575,0.0666
0.0948,13,30,1,1,0.0386,0.117,0.1206
0,11,29,1,1,0.0211,7.00E-04,8.00E-04
0.008,8,24,1,1,0.0426,0.0012,0.0011
0.0492,4,13,2,1,0.0284,0.0077,0.0133
0.0395,4,22,2,1,0.0322,0.0333,0.0488
0,9,24,3,2,0.0344,0.0197,0.0229
0.0169,5,21,1,1,0.024,0.0134,0.0135
0,5,22,1,1,0.0234,0.0025,0.0035
0.3616,7,23,2,1,0.184,0.0715,0.2634
0.0938,11,25,1,1,0.0247,0.0443,0.0691
0.0288,4,21,2,2,0.0384,0.0772,0.0182
0.0517,14,28,1,1,0.0435,0.0443,0.0472
0.024,9,24,3,2,0.062,0.0843,0.0863
0.0677,13,23,1,1,0.0258,0.052,0.1182
0,9,23,3,2,0.0108,0.006,0.0062
0.3063,9,23,2,1,0.1421,0.0989,0.1545
0.069,7,15,2,2,0.0273,0.1112,0.0491
0.0915,12,22,1,1,0.0531,0.1306,0.1411
0.0035,10,23,1,1,0.0151,0.0674,0.0739
0.0469,8,25,1,1,0.0346,0.0281,0.0319
0.0583,13,30,1,1,0.0282,0.0105,0.0139
0.0157,5,21,2,2,0.024,0.0384,0.0159
0.0784,7,21,2,1,0.0426,0.0145,0.0154
0.0505,7,24,1,1,0.0284,0.06,0.0812
0.3084,11,20,2,1,0.0535,0.0225,0.087
0.0886,12,31,2,1,0.0514,0.0991,0.1645
0.2133,10,23,2,1,0.0509,0.0679,0.125
0.0172,12,29,2,1,0.0303,0.0153,0.0245
0.0052,6,22,3,1,0.0426,0.0328,0.0496
0.0102,14,30,2,2,0.0384,0.0187,0
0.0076,4,13,1,1,0.0284,0.0096,0.0088
0.0394,7,18,1,1,0.0447,0.0462,0.0549
0.007,6,17,2,1,0.0121,0.0171,0.0305
0.0051,7,20,2,1,0.0266,0.0224,0.0451
0,8,28,2,2,0.0421,0.0654,0
0.0493,6,14,1,1,0.0273,0.0041,0
0.0189,7,15,2,2,0.0273,0.0341,0.0471
0.1066,8,16,2,1,0.0284,0.029,0.0484
0,4,16,3,1,0.0155,2.00E-04,4.00E-04
0,8,25,2,1,0.0261,0.0072,0.007
0.032,3,19,2,2,0.016,0.0816,0.053
0.0457,8,24,2,1,0.0284,0.0127,0.0187
0.0548,11,27,1,1,0.0273,0.0083,0.0128
0.12,8,24,2,1,0.0343,0.1049,0.0878
0.0294,4,13,2,1,0.0284,0.0102,0.0112
0.0476,9,25,2,2,0.0504,0.0507,0.0155
0,6,18,3,1,0.0111,4.00E-04,3.00E-04
0.0522,4,13,1,1,0.0284,0.0412,0.0412
0.0168,9,20,2,2,0.0426,0.0296,0.0152
0.0146,6,20,1,1,0.0172,0.0241,0.026
0,5,15,1,1,0.016,0.0052,0
0.0414,6,21,2,1,0.0426,0.0213,0.0282
0.0673,9,19,2,1,0.024,0.0789,0.1043
0.125,9,23,2,1,0.1422,0.0608,0.104
0.0069,4,13,1,1,0.0284,0,0
0.1018,9,20,2,2,0.093,0.1196,0.0833
0,8,20,2,1,0.012,1.00E-04,1.00E-04
0.1322,5,22,2,1,0.1055,0.0311,0.047
0,7,18,1,1,0.0453,0.0388,0.0614
0.1053,9,23,2,1,0.1423,0.0737,0.1275
0.0389,5,15,1,1,0.0284,0.0113,0.013
0.0946,6,20,2,1,0.0426,0.0241,0.0417
0.0148,3,19,2,1,0.016,0.0454,0.088
0.0253,8,25,1,1,0.0426,0.0051,0
0.0836,7,15,2,1,0.0273,0.0354,0.039
0.0167,3,20,2,1,0.016,0.0818,0.0904
0,9,22,1,1,0.0426,0.0031,0.0031
0.0293,16,26,1,1,0.0442,0.0315,0.0454
0.0311,6,14,1,1,0.0273,0.0146,0.0162
0.0227,7,21,1,1,0.0403,0.0248,0.0328
0.0274,5,22,1,1,0.0233,0.0206,0.0237
0,8,18,2,1,0.0089,0.0017,0.0017
0.0396,12,23,1,1,0.0494,0.0158,0.0071
0.0854,14,28,1,1,0.0433,0.101,0.1047
0.016,4,13,2,1,0.0284,0.0225,0.0174
0.0049,10,11,3,1,0.027,0.0235,0.0349
0,11,29,3,1,0.0338,0.0096,0.0172
0.0281,8,21,2,1,0.0219,0.0112,0.0159
0.0631,4,19,2,1,0.0601,0.031,0.0399
0.0093,5,16,3,2,0.0187,0.0125,0.0139
0.1622,8,23,2,1,0.142,0.0604,0.0872
0.0078,5,22,2,1,0.0233,0.0216,0.0263
0.0053,8,25,2,1,0.0182,0.0231,0.0248
0.0312,6,18,2,2,0.0161,0.0326,0.0199
0.0188,11,26,1,1,0.0548,0.0588,0.0611
0.0074,4,21,1,1,0.016,0.0252,0.0299
0.06,4,27,2,1,0.016,0.0483,0
0.0367,11,18,2,1,0.0627,0.0069,0.0136
0.0968,10,26,2,1,0.0347,0.0845,0.115
0.5385,9,23,2,2,0.1418,0.0969,0.0997
0.0338,11,26,3,1,0.0558,0.0228,0.0281
0,12,23,2,1,0.0232,0.0255,0.0426
0.0545,10,26,2,1,0.0156,0.0286,0.0352
0.0195,9,23,1,1,0.0273,0.0218,0.0272
0.0129,7,16,1,1,0.0243,0.0284,0.0346
0,8,22,3,3,0.0337,0.0237,0.0161
0.1805,9,25,3,1,0.0627,0.1331,0.2113
0.1372,8,26,1,1,0.0426,0.0512,0.0753
0.2595,7,25,2,2,0.5194,0.0105,0
0.0464,12,28,1,1,0.0353,0.0154,0.0152
0.1712,5,21,2,1,0.1726,0.0211,0.03
0.126,8,23,2,1,0.1424,0.0633,0.0875
0.1,10,19,2,1,0.0301,0.0864,0.1101
0.0095,12,20,2,2,0.0665,0.0339,0.0176
0.0458,8,20,3,1,0.0344,0.0783,0.1045
0.0076,11,27,1,1,0.0341,0.0207,0.0297
0.1226,10,28,2,1,0.04,0.072,0.1127
0,8,22,3,1,0.0562,0.0183,0.0231
0.0083,9,23,2,1,0.0426,0.0278,0.0407
0.0192,7,25,2,2,0.0426,0.0247,0.0145
0.0509,8,22,1,1,0.0538,0.0206,0.0278
0.0315,6,14,1,1,0.0273,0.053,0.0589
0.0088,6,23,1,1,0.0426,0.0255,0.0317
0.0412,13,27,1,1,0.0835,0,0
0.0896,5,4,2,1,0.0719,0.0073,0.0099
0,9,21,3,2,0.0295,0.0092,0.0074
0,11,30,3,1,0.0176,0.008,0.0154
0,14,26,1,1,0.0131,0.0832,0.0913
0.0348,13,26,1,1,0.0494,0.0145,0.0183
0.0208,11,26,2,2,0.0548,0.0298,0.0251
0.0072,6,23,2,2,0.0337,0.0177,0.0102
0.0952,7,18,1,1,0.0273,0.0447,0.0563
0.0192,8,6,2,2,0.0337,0.0474,0.03
0.016,6,19,2,2,0.0284,0.0207,0.0171
0,3,13,3,2,0.016,0.0124,0.0149
0.0783,13,26,2,1,0.0231,0.0369,0.0353
0.0439,12,26,2,1,0.0494,0.0219,0.0311
0.1429,7,21,2,1,0.0239,0.0447,0.0304
0.094,7,23,2,1,0.0478,0.0911,0.1336
0.039,7,16,2,1,0.0284,0.0109,0.0163
0.0136,6,14,1,1,0.0273,0.0079,0.0082
0.0275,5,14,2,2,0.0216,0.1775,0.0162
0.0083,9,19,2,1,0.0138,0.0113,0.0156
0.0297,8,24,1,1,0.0284,0.023,0.02
0.0423,8,20,2,2,0.055,0.2491,0.042
0.0049,8,25,3,1,0.0281,0.0307,0.0405
0,9,22,2,2,0.0157,0.0266,0.0287
0.0108,7,21,3,1,0.0284,0.002,0.0044
0.1,10,26,2,1,0.0342,0.0247,0.0387
0,11,25,3,2,0.0157,0,0
0,8,18,2,2,0.0283,9.00E-04,7.00E-04
0.125,14,29,2,1,0.0264,0.0445,0.0647
0.0172,12,26,1,1,0.0538,0,0
0.0017,7,25,3,1,0.0344,0.0023,3.00E-04
0.0144,3,23,2,1,0.016,0.0116,0.0144
0.0299,11,23,2,1,0.0426,0.0295,0.0524
0.0254,12,20,2,1,0.0195,0.0142,0.0177
0.0882,13,22,2,2,0.0533,0.2184,0.06
0.0284,8,16,1,1,0.0273,0.035,0.0423
0.0206,3,18,1,1,0.0252,0.011,0.028
0.0092,7,25,1,1,0.024,0.0299,0.0382
0.0342,8,20,1,1,0.0426,0.0149,0.0236
0.1726,8,16,2,1,0.0284,0.0451,0.0706
0.1203,4,13,2,1,0.0284,0.0569,0.0791
0.065,4,7,2,1,0.016,0.0448,0.0747
0.0601,4,21,2,2,0.016,0.0727,0.0475
0.1148,8,26,2,1,0.0426,0.0334,0.0517
0,7,21,1,1,0.0561,0,0
0.0089,13,26,2,2,0.0337,0.0389,0.0108
0.0245,9,20,1,1,0.1058,0.0386,0.0569
0.0213,5,14,2,2,0.0284,0.0216,0.0239
0.0294,4,20,1,1,0.016,0.0667,0.0806
0.5909,7,29,2,1,0.0763,0.1579,0.2838
0.035,8,24,1,1,0.0273,0.0141,0.0146
0.008,8,29,2,1,0.0131,0.0161,0.0281
0.0076,15,29,3,3,0.0124,0.0736,0
0,11,17,2,2,0.0096,0.0449,0.0158
0.1141,5,17,2,1,0.0284,0.0244,0.0416
0.0207,6,21,1,1,0.0384,0.0051,0.0051
0.0184,12,26,1,1,0.0494,0.0137,0.0154
0.049,8,15,3,1,0.0426,0.0386,0.0323
0.169,7,21,1,1,0.0915,0.0155,0
0.129,5,23,1,1,0.0284,0.015,0.0558
0.0385,13,12,2,2,0.0374,0.0167,0.008
0,11,24,2,1,0.0299,0.0092,0.01
0.0093,7,23,1,1,0.0384,0.0053,0.0075
0.1141,7,24,2,2,0.0303,0.1575,0.0284
0.0245,7,15,2,2,0.0273,0.0676,0.0485
0.1915,7,22,2,2,0.0426,0.0701,0.0264
0.0339,6,23,2,2,0.0426,0.1076,0.0218
0.0086,8,21,1,1,0.024,0.0033,0.0093
0.008,11,26,2,2,0.0426,0.0712,0.0249
0.0405,8,30,1,1,0.0573,0.0119,0.0129
0.1303,12,20,1,1,0.0581,0.099,0.1667
0,8,14,3,2,0.0149,0.0137,0.0118
0.062,9,25,1,1,0.0248,0.0216,0.0229
0,7,19,2,2,0.0426,0.0226,0.0124
0,8,24,1,1,0.0161,0.0155,0.02
0.0088,4,24,2,2,0.0284,0.0462,0.0145
0.0347,16,25,1,1,0.0442,0,0
0.1453,13,25,2,1,0.0943,0.0142,0.0201
0,9,26,3,1,0.0175,0.0014,0.0023
0.1032,13,31,1,1,0.0572,0.0128,0.0131
0.0033,10,24,2,2,0.0487,0.0048,0.0028
0.0142,2,19,1,1,0.0479,0.0061,0.0071
0.0608,12,16,1,1,0.0503,0.04,0.0658
0.1258,6,18,2,1,0.0407,0.0662,0.0965
0.0438,9,20,1,1,0.1058,0.0529,0.0544
0,11,23,1,1,0.0105,0.015,0.0189
0,7,21,3,3,0.0337,0.0306,0.003
0.0082,14,25,2,2,0.0142,0.0351,0.0109
0.0196,12,20,2,1,0.0583,0.0232,0.0369
0.0451,14,25,1,1,0.0494,0.0326,0.0414
0,6,23,1,1,0.0061,0.0073,0.0157
0.0261,8,24,1,1,0.0426,0.0361,0.04
0.0142,8,17,1,1,0.0201,0,0
0,7,22,3,1,0.0369,0.0108,0.0163
0.0106,6,14,2,2,0.0273,0.0229,0.0129
0.0109,10,22,1,1,0.0512,0.005,0.006
0,4,23,2,1,0.016,0.0111,0.0157
0,10,28,1,1,0.0337,0,0
0.04,8,25,3,1,0.0231,0.0302,0.0393
0.0179,9,20,1,1,0.0426,0.0266,0.0284
0.0328,12,22,1,1,0.0151,0.0082,0.0103
0.02,5,15,1,1,0.0284,0.0232,0.0299
0.0163,6,14,1,1,0.0273,0.0653,0.0709
0.0573,9,23,2,1,0.1963,0.0281,0.0378
0.007,8,19,1,1,0.0088,0.0496,0.0639
0.0756,4,13,2,1,0.0284,0.0595,0.0703
0.0358,11,22,1,1,0.0494,0.009,0.0104
0.049,10,21,1,1,0.0146,0.0082,0.0095
0.017,2,7,1,1,0.0218,0,0
0.024,8,26,1,1,0.0426,0.0195,0.0215
0.0377,7,23,1,1,0.0426,0.0327,0.0502
0.2185,15,29,2,1,0.0626,0.1462,0.3617
0.094,12,25,2,1,0.0828,0.0323,0.0566
0.0011,3,25,1,1,0.0161,0.0023,0.0025
0,14,26,3,2,0.0244,0.004,0.0044
0.009,8,20,3,2,0.0156,0.0269,0.0276
0.1013,10,24,2,1,0.0426,0.0152,0
0.0108,12,31,2,1,0.0304,0.0102,0.0235
0,16,22,1,1,0.0232,0.0208,0.0226
0,8,28,2,2,0.0132,0.0693,0.0446
0.0407,8,27,1,1,0.0379,0.0231,0.0305
0.156,9,23,2,1,0.1961,0.0285,0.0325
0.0963,8,20,1,1,0.036,0.0746,0.1044
0.031,5,22,2,1,0.0233,0.0114,0.0112
0.0342,11,23,1,1,0.0344,0.016,0.0264
0.0773,16,29,2,1,0.038,0.1477,0.1653
0.0093,10,22,1,1,0.0511,0.0291,0.0284
0.085,7,21,2,1,0.0426,0.0143,0.0207
0.0215,7,20,2,1,0.01,0.0135,0.0159
0,6,14,2,2,0.0273,0.0035,0
0.0287,11,23,1,1,0.0186,0.0163,0.0169
0.0323,8,24,1,1,0.0284,0.0099,0
0.0289,6,14,1,1,0.0273,0.043,0.0506
0.026,6,17,1,1,0.0291,0.0288,0.0355
0.0189,6,20,1,1,0.0921,0.0055,0
0.041,8,25,1,1,0.0426,0.0205,0.0485
0.024,14,30,1,1,0.0389,0.0146,0.0184
0.0262,7,32,1,1,0.0385,0,0
0.16,8,14,2,1,0.0618,0.0671,0.094
0.0667,8,23,1,1,0.0623,0.0298,0.0315
0.028,9,25,3,1,0.0277,0.0288,0.046
0.0208,5,17,1,1,0.0255,0.0276,0.0315
0.0742,12,32,1,1,0.0365,0.066,0.0688
0.0073,7,21,1,1,0.0234,0.0346,0.037
0.0757,11,21,2,1,0.0423,0.0261,0.0066
0.0062,10,25,2,2,0.0112,0.0437,0
0.0374,13,28,1,1,0.0977,0.1973,0.2193
0.0741,4,7,2,1,0.016,0.1062,0.1737
0.007,12,19,1,1,0.0137,0.003,0.0037
0,14,26,3,1,0.0272,0.0177,0.0337
0.0366,13,26,2,2,0.0442,0.0539,0.0421
0.0813,7,21,2,1,0.0426,0.0126,0.012
0.0411,8,24,2,1,0.0329,0.0363,0.0615
0.0238,8,22,2,1,0.0196,0.0175,0.0237
0.0019,11,13,1,1,0.0152,0.0073,0.0067
0.3022,9,25,2,1,0.0507,0.0425,0.0654
0.0171,11,29,2,1,0.0857,0.0932,0.0432
0.01,6,14,2,2,0.0273,0.0287,0.0282
0.25,7,21,2,1,0.0538,0.0818,0.1054
0.0087,16,29,2,2,0.0442,0.0073,0
0.0926,13,27,2,1,0.0834,0.0038,0.0025
0,9,19,3,3,0.0211,0.1276,0.004
0.0248,8,24,2,1,0.0789,0.0238,0.0392
0.0273,10,26,2,2,0.0313,0.076,0.0369
0.0916,2,20,1,1,0.0426,0.0084,0.0097
0.0354,14,23,1,1,0.0256,0.015,0.0245
0.084,7,21,2,1,0.0426,0.0449,0.0612
0.0182,8,24,1,1,0.0284,0.002,0
0,5,22,2,2,0.0233,0.0343,0.0326
0.0618,5,24,2,1,0.037,0.1303,0.1467
0.0191,6,20,2,2,0.0387,0.0551,0.0262
0.0071,12,22,1,1,0.0534,0.0874,0.0931
0,3,13,2,1,0.016,0.0623,0.0826
0.0877,10,25,2,1,0.0828,0.0489,0.0667
0.2427,8,23,2,1,0.1422,0.0978,0.1165
0,14,28,2,2,0.0435,0.0093,0.0065
0.1545,10,27,1,1,0.0466,0,0
0.0194,10,26,2,2,0.0426,0.0226,0.017
0.0207,14,31,3,3,0.0442,0.0388,0.0259
0.0593,10,26,2,1,0.0273,0.0224,0.0304
0.0079,8,25,2,1,0.0426,0.0152,0.0169
0.0538,8,24,1,1,0.016,0.0377,0.0438
0,11,21,3,1,0.0122,0.0033,0.0043
0.0074,5,15,3,1,0.0371,0.0118,0.0181
0.0584,8,25,2,1,0.0426,0.0214,0.0656
0.1678,3,19,2,1,0.016,0.0248,0.0272
0.0194,8,23,2,2,0.0426,0.0334,0.0135
0.092,12,23,2,1,0.0888,0.0411,0.1217
0.1131,5,22,2,1,0.0232,0.1087,0.1465
0.0331,7,24,2,1,0.0309,0.0335,0
0.0099,10,25,2,1,0.025,0.0133,0.0287
0.1911,9,29,1,1,0.0335,0.0658,0.1356
0.0591,5,19,2,1,0.0733,0.0328,0.0526
0.024,7,24,2,2,0.0426,0.2961,0.0558
0.0174,7,15,1,1,0.0273,0.0056,0
0,14,26,1,1,0.0131,0.0472,0.0644
0.2538,11,23,2,1,0.1938,0.1227,0.1842
0.0283,4,27,1,1,0.0384,0.0206,0.022
0.2105,4,23,1,1,0.034,0,0
0.039,11,20,1,1,0.0207,0.0244,0.0351
0.0442,9,26,2,2,0.0426,0.0449,0.0378
0,11,25,3,1,0.0344,0.016,0.0213
0,12,22,3,2,0.0595,0.0182,0.0204
0,6,13,3,3,0.0331,0.0139,0.0062
0.0385,7,19,2,1,0.0192,0.0315,0.0371
0.0467,5,21,2,1,0.024,0.0385,0.0508
0.0488,8,22,1,1,0.0344,0.0299,0.0149
0.0882,6,19,2,1,0.0281,0.0477,0.0547
0.1343,7,24,2,1,0.0426,0.0724,0.0757
0.0524,10,22,1,1,0.0211,0.0124,0.0187
0.0464,6,26,2,1,0.0264,0.0099,0.0183
0.0318,8,25,2,1,0.0426,0.012,0.0338
0.0364,12,26,2,2,0.0231,0.0324,0
0.05,7,23,1,1,0.0622,0.0296,0.028
0.0112,8,24,1,1,0.0426,0.0359,0.0419
0.0168,12,20,2,2,0.0583,0.0471,0.0122
0.0246,8,20,1,1,0.0384,0,0
0.0024,5,21,3,3,0.024,0.0049,0.0033
0.0075,3,13,2,1,0.016,0.0076,0.0098
0.1282,7,24,1,1,0.0111,0.0698,0.0765
0,7,15,2,2,0.0137,0.091,0.1096
0,11,26,3,3,0.0097,0.0028,0.0013
0.0219,8,24,1,1,0.0426,0.0233,0.0278
0.095,3,19,1,1,0.0387,0.0155,0.0265
0.0133,9,12,2,1,0.0278,0.0201,0.0266
0.0136,9,27,2,2,0.0143,0.0283,0.0154
0.0821,13,31,1,1,0.0572,0.0208,0.0281
0.031,11,17,2,2,0.0545,0.0247,0.0431
0.0502,11,26,1,1,0.0548,0.048,0.0481
0.0175,6,14,1,1,0.0273,0.0327,0.0353
0,7,21,3,1,0.0219,0.0208,0.0325
0.0114,12,23,2,2,0.0494,0.0289,0.0148
0.0166,5,13,1,1,0.0402,0.0216,0.0243
0,8,28,2,1,0.0322,0.0036,0.0049
0.0134,12,24,2,1,0.0336,0.0641,0.0908
0.0915,7,21,2,2,0.0284,0.0372,0.0247
0,8,23,1,1,0.0273,4.00E-04,4.00E-04
0.0598,6,14,2,1,0.0273,0.0372,0.0444
0.0265,7,24,1,1,0.0111,0.035,0.0641
0.0109,10,23,3,2,0.0385,0.0096,0.0115
0.0124,8,21,2,2,0.0172,0.053,0.0293
0.0041,7,15,3,2,0.0273,0.0121,0.0097
